video_id,title,description,published_at,view_count,like_count,comment_count,duration,source
pIhbAPbAg24,Ross Coulthart Q&A: What is NASA hiding? | Reality Check,"In this week's episode of “Ross Coulthart Q&A,” Ross Coulthart tackles questions about Area 2 and remote viewing. He also answers whether there’ll be any disclosure of information under the Trump administration or if cover-ups will continue. And producer Meagan shares her own UAP sighting while on vacation in Greece. Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week.

#UAP #area2 #trump 

Ross's interview with Yoshua Shelton: https://www.youtube.com/watch?v=Mmn5rxfvonU&t=882s

Ross's interview with Caison Best: https://www.youtube.com/watch?v=74ud-5Ld48Y&list=PL6PrA6lo8rJLRExhMvX6wKyNzy0hr_QM3&index=15&t=181s

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Sarah Jackson

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
00:48 Meagan’s UAP sighting in Greece
6:42 Is Area 2 at Nellis Nuclear base built on sacred ground?
8:36 Are the shadow figures at Area 2 remote viewers?
10:09 NASA cutting live feeds
14:04 Why can’t drones be tracked to their source?
18:43 Will disclosure happen under the Trump administration?
20:09 Will Ross visit Peru?
20:56 Jason Sands claims about the human race
21:48 The suspicious death of Amy Eskridge
24:49 Hellfire missiles hitting UAPs
31:35 Final thoughts",2025-10-19T12:00:06Z,188999,5924,904,PT33M23S,initial_dump
IexZQ_4LWsg,Reality Check: Trump vs. Harris on UAPs & Aerospace Scientist Measures Psychic Powers | Backscroll,"On today’s episode of Backscroll, Ross Coulthart covers the UAP transparency debate between Trump and Harris, alongside an aerospace scientist’s intriguing claims about measuring psychic abilities.",2025-10-18T18:00:16Z,2742,73,9,PT1H42M36S,initial_dump
6QE6OLSxzlU,Reality Check: UFO Whistleblowers Praise Grusch & Media’s UAP Blindspots | Backscroll,"On today’s episode of Backscroll, Lue Elizondo calls David Grusch a hero, while Ross Coulthart and Tony Harris discuss what the media is overlooking about UAPs.",2025-10-17T18:00:07Z,41751,978,118,PT1H55M8S,initial_dump
Mmn5rxfvonU,Former Nellis nuclear security guard details anomalous events at base's Area 2 | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart sits down with Yoshua Shelton, a man who provided nuclear security at Area 2 on Nellis Air Force Base. Together, they discuss disturbing paranormal UAP happenings at Area 2, including shadowy humanoid figures, a bright light that Shelton suspects was listening to his radio and a disk that crashed onto the base, making no noise.

Research says UAPs and nukes are connected | Reality Check: https://www.youtube.com/watch?v=X2c3_vG7yhs

#NellisAFB #UAP #realitycheck 

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS
0:00 - Intro
5:00 - Nuclear security: What does that entail?
7:42 - What's it like being close to a nuclear bomb?
9:00 - Security around Nellis AFB
10:12 - Nukes and anomalous phenomena
12:08 - The anomalous bright light
20:10 - Disk crash
28:45 - Two lights
43:12 - The first 'humanoid' shadow being
49:39 - The second 'humanoid' shadow being
56:34 - The third 'humanoid' shadow being
1:01:25 - Why stigmatizing UAP hurts security
1:08:25 - UAP in bunkers
1:11:23 - FBI response
1:12:10 - Skinwalkers
1:12:52 - Animal mutilations
1:15:25 - History of shadow beings
1:21:14 - Outro",2025-10-14T21:00:06Z,632525,11876,1971,PT1H24M54S,initial_dump
JsrmRa-j9Qg,'Reality Check' fan asks Ross Coulthart out for beers,"""Reality Check"" fan asks Ross Coulthart out for beers.

Watch this full episode of ""Reality Check"": https://youtu.be/NLumYfbvtxc 

#QandA #RealityCheck #RossCoulthart",2025-10-14T16:30:09Z,3774,131,9,PT1M2S,initial_dump
4OIgIUrJig0,Ross Coulthart: 'A new Skywatcher video is coming',"Ross Coulthart teases a new Skywatcher video.

Watch this full episode of ""Reality Check"": https://youtu.be/NLumYfbvtxc 

#Skywatcher #RossCoulthart #UAP",2025-10-13T16:00:05Z,20460,647,50,PT1M1S,initial_dump
ndQJ2n4y9gI,Reality Check: Early Space Phenomena & Pentagon’s “Immaculate Constellation” Program | Backscroll,"On today’s episode of Backscroll, a physicist reveals mysterious space objects appearing before satellites, while Shellenberger exposes the Pentagon’s secret UAP program called “Immaculate Constellation.”",2025-10-12T18:00:48Z,10090,253,31,PT2H2M38S,initial_dump
c4_-r0bRxqw,Ross Coulthart on the Vertical Plane case,"Ross Coulthart explains the Vertical Plane case. 

Watch this full episode of ""Reality Check"": https://youtu.be/NLumYfbvtxc 

#RealityCheck #verticalplane #UAP",2025-10-12T12:45:04Z,16857,309,5,PT58S,initial_dump
NLumYfbvtxc,"Ross Coulthart Q&A: New Skywatcher video coming soon, the Vertical Plane case | Reality Check","In this week's “Reality Check"" Q&A, Ross Coulthart tackles questions about the Vertical Plane case, how physical manifestation is related to telepathy and new information about Skywatcher's upcoming video. Coulthart turns to viewers, answering their pressing questions each week.

Skinwalker Ranch owner says former AARO Director Sean Kirkpatrick lied, shows proof | Reality Check: https://www.youtube.com/watch?v=NtilGOcNmgY
Skinwalker Ranch, Oak Island curse and Kona Blue | Reality Check: https://www.youtube.com/watch?v=kNEJaw-Erks
'I was intimidated, I had surveillance, I had threats': US Marine who saw craft | Reality Check: https://www.youtube.com/watch?v=RhrH0KzKft4
Did Chris Bledsoe summon a UAP in Washington, DC | Reality Check: https://www.youtube.com/watch?v=heiaXMDqIAc
 
#Skywatcher #VerticalPlane #telepathy

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Irit Nayden

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS
0:00 - 0:40 - INTRO
0:41 - 5:13 - FMR. NASA EMPLOYEE'S TESTIMONY ABOUT CCTV FOOTAGE
5:14 - 9:09 - CONTACTING CE5
9:10 - 13:55 - IS HUMAN DNA BEING MANIPULATED?
13:56 - 17:08 - THE VERTCIAL PLANE CASE
17:09 - 20:05 - HOW PHYSICAL MANIFESTATION IS RELATED TO TELEPATHY
20:06 - 22:15 - MILITARY AND ALIENS
22:16 - 32:06 - DR. ANNA BRADY-ESTEVEZ
32:07 - 34:07 - VIEWER ASKS ROSS TO GRAB A BEER
34:08 - END - OUTRO",2025-10-12T12:00:06Z,223995,5107,632,PT35M11S,initial_dump
K1zovDLZJOA,"Reality check: Former insider & researcher reveal UAPs, nukes, and the truth | Backscroll","On today’s episode of Backscroll, a former UAP Task Force insider shares striking claims that we are not alone, while a researcher discusses alarming links between UAPs and nuclear weapons.",2025-10-11T18:00:28Z,22766,622,104,PT2H16M2S,initial_dump
Cu-Yv3thTEI,Canadian journalist calls for total government transparency on UAP reports | Reality Check,"In this episode of ""Reality Check,"" we dive into the release of Sky Canada's UAP report. Ross Coulthart sits down with independent journalist Daniel Otis. Together, they discuss how Canada acknowledges UAP need to be studied, the chances the United States and Canada will collaborate on technology to seek out and study UAP and harrowing examples of commercial Canadian airlines almost getting into accidents due to random flying objects. Otis is an advocate for total government transparency.

#UAP #UFO #SkyCanada

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 0:59 - INTRO
1:00 - 2:25 - SKY CANADA REPORT RELEASED
2:26 - 3:18 - CANADA ACKNOWLEDGES UAP NEED TO BE RECOGNIZED
3:19 - 4:14 - WAS DANIEL CONSULTED IN THE REPORT?
4:15 - 6:03 - WHY DID CANADA RELEASE A REPORT?
6:04 - 7:04 - WILL CANADA CREATE AN ""ARRO""?
7:05 - 7:26 - POLICE WANT A UAP INVESTIGATIVE AGENCY
7:27 - 9:49 - CANADA, U.S. COLLABORATE ON UAP
9:50 - 11:08 - LARRY MAGUIRE'S LETTER
11:09 - 12:02 - MEETINGS WITH CANADIAN MILITARY WHISTLEBLOWER AND MAGUIRE
12:03 - 15:14 - CANADA, U.S. COLLABORATE ON TECHNOLOGY
15:15 - 18:59 - FOI MEMO
19:00 - 20:43 - CANADA'S IMPORTANCE ON BEING TRANSPARENT
20:44 - 23:49 - SKY CANADA ADDRESSES 4 FLYING OBJECTS
23:50 - 27:13 - WILBERT SMITH'S UAP WORK
27:14 - 32:17 - PLANES REPORT UNUSUAL LIGHTS
32:18 - 34:21 - FLIGHT SAFTEY
34:22 - 35:57 - WILL ANYTHING COME OF THE SKY CANADA REPORT?
35:58 - 37:39 - U.S. ""DRONE"" SIGHTINGS
37:40 - 40:34 - NUCLEAR SITES COINCIDE WITH UAP SIGHTINGS
40:35 - 42:19 - WHY WON'T THE CANADIAN GOV'T RELEASE SECURITY REPORTS?
42:20 - 44:49 - UAP SIGHTINGS IN CANADA
44:50 - END - OUTRO",2025-10-07T21:00:06Z,184876,2573,238,PT47M20S,initial_dump
u2slgAIyZ5k,"Coulthart: 'We are devastated by Urban, Kidman divorce'",Ross Coulthart reacts to the break-up of a beloved Australian couple.,2025-10-07T12:01:48Z,4233,50,2,PT53S,initial_dump
CXQxWM09v0g,Reality Check: Global drone mystery & ancient Egyptian secrets uncovered | Backscroll,"On today’s episode of Backscroll, Ross Coulthart reveals why the drone phenomenon extends far beyond New Jersey—and dives deep into Egypt’s ancient mysteries that challenge conventional history.

00:00 Drone mystery is 'worldwide,' not just in New Jersey: Ross Coulthart 57:25 Egypt's ancient mysteries explored by Ross Coulthart | Reality Check",2025-10-06T18:00:23Z,83423,1825,163,PT2H9M38S,initial_dump
kczamTDbcpY,Ross Coulthart: 'We try to break news',Ross Coulthart reacts to accusations that he's not covering some stories.,2025-10-06T12:01:23Z,5482,117,3,PT53S,initial_dump
9b-RnyBYiFs,Ross Coulthart: 'People are seeing weird spherical objects',Ross Coulthart reacts to more 'drone' sightings being reported around the world.,2025-10-05T23:00:09Z,11925,377,19,PT59S,initial_dump
1LxP0OhbKkM,Ross Coulthart Q&A: Inside the most secure military facility in the US | Reality Check,"In this week's episode of “Reality Check: Q&A,” Ross Coulthart tackles questions about mysterious ""drones"" seen over viewers' homes, as well as the Immaculate Constellation and Werewolves. Ross Coulthart explores untold stories using a fact-based approach to address various topics, including unidentified aerial phenomena and other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week.

#ufo #immaculateconstellation #werewolves #realitycheck 

Brian Entin in Cheyenne Mountain Complex: https://www.youtube.com/playlist?list=PL6PrA6lo8rJIK1WWZGwf8-vlgpycC8_Uz

Caison Best interview: https://www.youtube.com/watch?v=74ud-5Ld48Y&t=181s


Socials:
https://www.instagram.com/realitychecknn/
https://www.instagram.com/newsnationnow/
https://www.instagram.com/producermeagan/
 
https://x.com/rosscoulthart
https://x.com/NewsNation
https://x.com/MeaganOurada
 
https://www.tiktok.com/@realitychecknn
https://www.tiktok.com/@newsnationnow


Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Irit Nayden 


On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/


Chapter Summary:
00:00-5:10 Ross reacts to a Cheyenne Mountain general talking about aliens
5:10-10:28 Are the 'drones' aliens looking for lost tech 
10:28-17:48 A viewer describes white orbs around home 
17:48-21:45 Follow-up on Jake Barber and 'the egg' 
21:45-23:10 Dylan Borland and Scalar Weapons
23:10-25:28 Matthew Brown's Immaculate Constellation 
25:28-32:08 Werewolves and red orbs? 
32:08-36:09 Keith Urban and Nicole Kidman",2025-10-05T14:00:06Z,157376,4105,317,PT36M10S,initial_dump
fHez40_8hUQ,UAP hotspots: Are the US and Japan working together to research UAPs? | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart interviews members of Japan's Diet, the country's national legislature. Together, they discuss whether the U.S. and Japan are working together to combat UAPs, why it's important to hear from other countries on their UAP reports and just how active the U.S. military is over Japanese UAP hotspots.

#UAP #UFO #japan 

Mr. John Callahan FAA Head of Accidents & Investigations on Disclosure Project: https://www.youtube.com/watch?v=hkitcknO5HU

Amazing UFO Fleet Over Fukushima Japan March 26, 2011: https://www.youtube.com/watch?v=b6kEoYH043I

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
0:00 - 6:22 - INTRO
6:23 - 19:28 - PANEL INTERVIEW
19:29 - 21:19 - JOHN CALLAHAN
21:20 - 28:54 - PANEL INTERVIEW
28:55 - 31:11 - FUKUSHIMA
31:12 - 45:41 - PANEL INTERVIEW
45:42 - END - OUTRO",2025-09-30T21:00:06Z,282944,5092,350,PT47M5S,initial_dump
